SUBMITTED_ID	FBID_KEY	ASSOCIATED_GENE	SYMBOL
Orct2-PA	FBpp0083982	Orct2	Orct2-PA
Orct2-PA	FBpp0083982	Orct2	Orct2-PA
Orct2-PA	FBpp0083982	Orct2	Orct2-PA
Orct2-PA	FBpp0083982	Orct2	Orct2-PA
Orct2-PA	FBpp0083982	Orct2	Orct2-PA
Orct2-PA	FBpp0083982	Orct2	Orct2-PA
Orct2-PA	FBpp0083982	Orct2	Orct2-PA
Orct2-PA	FBpp0083982	Orct2	Orct2-PA
Orct2-PB	FBpp0306892	Orct2	Orct2-PB
Orct2-PB	FBpp0306892	Orct2	Orct2-PB
Orct2-PB	FBpp0306892	Orct2	Orct2-PB
Orct2-PB	FBpp0306892	Orct2	Orct2-PB
Orct2-PB	FBpp0306892	Orct2	Orct2-PB
Orct2-PB	FBpp0306892	Orct2	Orct2-PB
Orct2-PB	FBpp0306892	Orct2	Orct2-PB
Orct2-PB	FBpp0306892	Orct2	Orct2-PB
Orct2-PB	FBpp0306892	Orct2	Orct2-PB
Orct2-PB	FBpp0306892	Orct2	Orct2-PB
Orct2-PB	FBpp0306892	Orct2	Orct2-PB
Orct2-PB	FBpp0306892	Orct2	Orct2-PB
Orct2-PB	FBpp0306892	Orct2	Orct2-PB
Orct2-PB	FBpp0306892	Orct2	Orct2-PB
Orct-PA	FBpp0083983	Orct	Orct-PA
Orct-PA	FBpp0083983	Orct	Orct-PA
Orct-PA	FBpp0083983	Orct	Orct-PA
Orct-PA	FBpp0083983	Orct	Orct-PA
Orct-PA	FBpp0083983	Orct	Orct-PA
Orct-PA	FBpp0083983	Orct	Orct-PA
Orct-PA	FBpp0083983	Orct	Orct-PA
Orct-PA	FBpp0083983	Orct	Orct-PA
Orct-PA	FBpp0083983	Orct	Orct-PA
Orct-PA	FBpp0083983	Orct	Orct-PA
Orct-PA	FBpp0083983	Orct	Orct-PA
Orct-PA	FBpp0083983	Orct	Orct-PA
Orct-PA	FBpp0083983	Orct	Orct-PA
Orct-PA	FBpp0083983	Orct	Orct-PA
Orct-PA	FBpp0083983	Orct	Orct-PA
Orct-PB	FBpp0306893	Orct	Orct-PB
Orct-PB	FBpp0306893	Orct	Orct-PB
Orct-PB	FBpp0306893	Orct	Orct-PB
Orct-PB	FBpp0306893	Orct	Orct-PB
Orct-PB	FBpp0306893	Orct	Orct-PB
Orct-PB	FBpp0306893	Orct	Orct-PB
Orct-PB	FBpp0306893	Orct	Orct-PB
Orct-PB	FBpp0306893	Orct	Orct-PB
Orct-PB	FBpp0306893	Orct	Orct-PB
Orct-PB	FBpp0306893	Orct	Orct-PB
Orct-PB	FBpp0306893	Orct	Orct-PB
Orct-PB	FBpp0306893	Orct	Orct-PB
Orct-PB	FBpp0306893	Orct	Orct-PB
Orct-PB	FBpp0306893	Orct	Orct-PB
Orct-PB	FBpp0306893	Orct	Orct-PB
ord-PA	FBpp0071956	ord	ord-PA
ord-PB	FBpp0309889	ord	ord-PB
org-1-PA	FBpp0071187	org-1	org-1-PA
org-1-PB	FBpp0311870	org-1	org-1-PB
Ork1-PA	FBpp0073261	Ork1	Ork1-PA
Ork1-PA	FBpp0073261	Ork1	Ork1-PA
Ork1-PB	FBpp0073260	Ork1	Ork1-PB
Ork1-PB	FBpp0073260	Ork1	Ork1-PB
Ork1-PC	FBpp0310181	Ork1	Ork1-PC
Ork1-PC	FBpp0310181	Ork1	Ork1-PC
Ork1-PD	FBpp0312045	Ork1	Ork1-PD
Ork1-PD	FBpp0312045	Ork1	Ork1-PD
ORMDL-PA	FBpp0078077	ORMDL	ORMDL-PA
ORMDL-PA	FBpp0078077	ORMDL	ORMDL-PA
or-PA	FBpp0072061	or	or-PA
or-PA	FBpp0072061	or	or-PA
or-PA	FBpp0072061	or	or-PA
or-PA	FBpp0072061	or	or-PA
ort-PA	FBpp0083198	ort	ort-PA
ort-PA	FBpp0083198	ort	ort-PA
ort-PA	FBpp0083198	ort	ort-PA
ort-PA	FBpp0083198	ort	ort-PA
ort-PA	FBpp0083198	ort	ort-PA
osa-PA	FBpp0088544	osa	osa-PA
osa-PB	FBpp0088543	osa	osa-PB
osa-PC	FBpp0088962	osa	osa-PC
osa-PD	FBpp0290702	osa	osa-PD
osa-PE	FBpp0307030	osa	osa-PE
osa-PF	FBpp0307031	osa	osa-PF
Osbp-PA	FBpp0084176	Osbp	Osbp-PA
Osbp-PA	FBpp0084176	Osbp	Osbp-PA
Oscillin-PA	FBpp0078734	Oscillin	Oscillin-PA
Oscillin-PA	FBpp0078734	Oscillin	Oscillin-PA
Oscillin-PB	FBpp0078735	Oscillin	Oscillin-PB
Oscillin-PB	FBpp0078735	Oscillin	Oscillin-PB
Oscillin-PC	FBpp0297903	Oscillin	Oscillin-PC
Oscillin-PC	FBpp0297903	Oscillin	Oscillin-PC
Oscillin-PD	FBpp0297904	Oscillin	Oscillin-PD
Oscillin-PD	FBpp0297904	Oscillin	Oscillin-PD
Oscillin-PE	FBpp0297905	Oscillin	Oscillin-PE
Oscillin-PE	FBpp0297905	Oscillin	Oscillin-PE
Oscillin-PF	FBpp0297906	Oscillin	Oscillin-PF
Oscillin-PF	FBpp0297906	Oscillin	Oscillin-PF
Oscillin-PG	FBpp0297907	Oscillin	Oscillin-PG
Oscillin-PG	FBpp0297907	Oscillin	Oscillin-PG
Oscillin-PH	FBpp0304065	Oscillin	Oscillin-PH
Oscillin-PH	FBpp0304065	Oscillin	Oscillin-PH
OSCP1-PB	FBpp0428202	OSCP1	OSCP1-PB
Os-C-PB	FBpp0289548	Os-C	Os-C-PB
Oseg1-PA	FBpp0076386	Oseg1	Oseg1-PA
Oseg1-PB	FBpp0311288	Oseg1	Oseg1-PB
Oseg2-PB	FBpp0304907	Oseg2	Oseg2-PB
Oseg4-PA	FBpp0072679	Oseg4	Oseg4-PA
Oseg4-PB	FBpp0306202	Oseg4	Oseg4-PB
Oseg5-PB	FBpp0288481	Oseg5	Oseg5-PB
Oseg6-PA	FBpp0085689	Oseg6	Oseg6-PA
Osi10a-PA	FBpp0423395	Osi10a	Osi10a-PA
Osi10b-PA	FBpp0423396	Osi10b	Osi10b-PA
Osi11-PA	FBpp0078263	Osi11	Osi11-PA
Osi12-PA	FBpp0078251	Osi12	Osi12-PA
Osi13-PA	FBpp0078254	Osi13	Osi13-PA
Osi14-PA	FBpp0078255	Osi14	Osi14-PA
Osi15-PA	FBpp0078256	Osi15	Osi15-PA
Osi16-PA	FBpp0078257	Osi16	Osi16-PA
Osi17-PA	FBpp0078259	Osi17	Osi17-PA
Osi17-PB	FBpp0306603	Osi17	Osi17-PB
Osi17-PC	FBpp0306604	Osi17	Osi17-PC
Osi17-PD	FBpp0306605	Osi17	Osi17-PD
Osi18-PA	FBpp0078260	Osi18	Osi18-PA
Osi19-PA	FBpp0081204	Osi19	Osi19-PA
Osi19-PB	FBpp0290708	Osi19	Osi19-PB
Osi1-PA	FBpp0078237	Osi1	Osi1-PA
Osi20-PA	FBpp0081205	Osi20	Osi20-PA
Osi21-PA	FBpp0079803	Osi21	Osi21-PA
Osi22-PA	FBpp0082206	Osi22	Osi22-PA
Osi23-PB	FBpp0303323	Osi23	Osi23-PB
Osi24-PA	FBpp0078240	Osi24	Osi24-PA
Osi2-PA	FBpp0078242	Osi2	Osi2-PA
Osi2-PB	FBpp0078241	Osi2	Osi2-PB
Osi2-PC	FBpp0302561	Osi2	Osi2-PC
Osi3-PA	FBpp0078243	Osi3	Osi3-PA
Osi3-PB	FBpp0302562	Osi3	Osi3-PB
Osi4-PA	FBpp0078264	Osi4	Osi4-PA
Osi4-PB	FBpp0306889	Osi4	Osi4-PB
Osi5-PA	FBpp0078244	Osi5	Osi5-PA
Osi5-PB	FBpp0292063	Osi5	Osi5-PB
Osi6-PA	FBpp0078245	Osi6	Osi6-PA
Osi6-PB	FBpp0312061	Osi6	Osi6-PB
Osi7-PA	FBpp0078246	Osi7	Osi7-PA
Osi8-PA	FBpp0078247	Osi8	Osi8-PA
Osi9-PA	FBpp0078248	Osi9	Osi9-PA
osk-PA	FBpp0081435	osk	osk-PA
osk-PC	FBpp0089372	osk	osk-PC
osp-PC	FBpp0112957	osp	osp-PC
osp-PD	FBpp0290709	osp	osp-PD
osp-PE	FBpp0290710	osp	osp-PE
osp-PF	FBpp0290711	osp	osp-PF
Ost48-PA	FBpp0071279	Ost48	Ost48-PA
OstDelta-PA	FBpp0088527	OstDelta	OstDelta-PA
OstDelta-PB	FBpp0309240	OstDelta	OstDelta-PB
Ostgamma-PA	FBpp0079233	Ostgamma	Ostgamma-PA
osy-PA	FBpp0099384	osy	osy-PA
osy-PA	FBpp0099384	osy	osy-PA
osy-PA	FBpp0099384	osy	osy-PA
osy-PB	FBpp0099385	osy	osy-PB
osy-PB	FBpp0099385	osy	osy-PB
osy-PB	FBpp0099385	osy	osy-PB
osy-PC	FBpp0311936	osy	osy-PC
osy-PC	FBpp0311936	osy	osy-PC
osy-PC	FBpp0311936	osy	osy-PC
Ote-PA	FBpp0085947	Ote	Ote-PA
otk2-PA	FBpp0087134	otk2	otk2-PA
otk2-PA	FBpp0087134	otk2	otk2-PA
otk-PA	FBpp0087135	otk	otk-PA
otk-PB	FBpp0311192	otk	otk-PB
OtopLa-PA	FBpp0289693	OtopLa	OtopLa-PA
OtopLa-PA	FBpp0289693	OtopLa	OtopLa-PA
OtopLa-PC	FBpp0289692	OtopLa	OtopLa-PC
OtopLa-PD	FBpp0301968	OtopLa	OtopLa-PD
OtopLa-PE	FBpp0301969	OtopLa	OtopLa-PE
OtopLa-PF	FBpp0307670	OtopLa	OtopLa-PF
OtopLa-PG	FBpp0307671	OtopLa	OtopLa-PG
OtopLb-PA	FBpp0077296	OtopLb	OtopLb-PA
OtopLb-PA	FBpp0077296	OtopLb	OtopLb-PA
OtopLb-PA	FBpp0077296	OtopLb	OtopLb-PA
OtopLb-PB	FBpp0077295	OtopLb	OtopLb-PB
OtopLb-PB	FBpp0077295	OtopLb	OtopLb-PB
OtopLb-PB	FBpp0077295	OtopLb	OtopLb-PB
OtopLb-PC	FBpp0309470	OtopLb	OtopLb-PC
OtopLb-PC	FBpp0309470	OtopLb	OtopLb-PC
OtopLb-PC	FBpp0309470	OtopLb	OtopLb-PC
OtopLb-PD	FBpp0311124	OtopLb	OtopLb-PD
OtopLb-PD	FBpp0311124	OtopLb	OtopLb-PD
OtopLb-PD	FBpp0311124	OtopLb	OtopLb-PD
otp-PC	FBpp0110069	otp	otp-PC
otp-PE	FBpp0288728	otp	otp-PE
otp-PF	FBpp0309632	otp	otp-PF
otp-PG	FBpp0309633	otp	otp-PG
otp-PH	FBpp0309634	otp	otp-PH
otp-PI	FBpp0309635	otp	otp-PI
otp-PJ	FBpp0309636	otp	otp-PJ
otp-PK	FBpp0309637	otp	otp-PK
otp-PL	FBpp0423156	otp	otp-PL
otu-PA	FBpp0071180	otu	otu-PA
otu-PA	FBpp0071180	otu	otu-PA
otu-PB	FBpp0071181	otu	otu-PB
otu-PB	FBpp0071181	otu	otu-PB
otu-PC	FBpp0089325	otu	otu-PC
otu-PC	FBpp0089325	otu	otu-PC
otu-PD	FBpp0305351	otu	otu-PD
otu-PD	FBpp0305351	otu	otu-PD
otu-PE	FBpp0305352	otu	otu-PE
otu-PE	FBpp0305352	otu	otu-PE
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
ouib-PA	FBpp0081395	ouib	ouib-PA
out-PA	FBpp0074451	out	out-PA
out-PA	FBpp0074451	out	out-PA
out-PA	FBpp0074451	out	out-PA
out-PA	FBpp0074451	out	out-PA
out-PA	FBpp0074451	out	out-PA
out-PB	FBpp0310712	out	out-PB
out-PB	FBpp0310712	out	out-PB
out-PB	FBpp0310712	out	out-PB
out-PB	FBpp0310712	out	out-PB
out-PB	FBpp0310712	out	out-PB
ovo-PA	FBpp0070708	ovo	ovo-PA
ovo-PB	FBpp0070706	ovo	ovo-PB
ovo-PC	FBpp0070707	ovo	ovo-PC
ovo-PD	FBpp0099822	ovo	ovo-PD
ovo-PE	FBpp0291128	ovo	ovo-PE
OXA1L-PA	FBpp0076001	OXA1L	OXA1L-PA
OXA1L-PB	FBpp0076000	OXA1L	OXA1L-PB
oxt-PB	FBpp0072782	oxt	oxt-PB
oys-PA	FBpp0087520	oys	oys-PA
oys-PB	FBpp0308504	oys	oys-PB
oys-PD	FBpp0311693	oys	oys-PD
oys-PE	FBpp0311694	oys	oys-PE
p115-PA	FBpp0071045	p115	p115-PA
p115-PB	FBpp0309148	p115	p115-PB
p120ctn-PA	FBpp0110406	p120ctn	p120ctn-PA
p130CAS-PB	FBpp0072377	p130CAS	p130CAS-PB
p130CAS-PD	FBpp0289142	p130CAS	p130CAS-PD
p130CAS-PE	FBpp0289143	p130CAS	p130CAS-PE
p130CAS-PF	FBpp0289144	p130CAS	p130CAS-PF
p130CAS-PG	FBpp0291103	p130CAS	p130CAS-PG
p23-PA	FBpp0081560	p23	p23-PA
p23-PB	FBpp0300672	p23	p23-PB
p24-1-PA	FBpp0073441	p24-1	p24-1-PA
p24-1-PA	FBpp0073441	p24-1	p24-1-PA
p24-1-PB	FBpp0306531	p24-1	p24-1-PB
p24-1-PB	FBpp0306531	p24-1	p24-1-PB
p24-2-PA	FBpp0081571	p24-2	p24-2-PA
p24-2-PB	FBpp0292157	p24-2	p24-2-PB
P32-PA	FBpp0086051	P32	P32-PA
P32-PA	FBpp0086051	P32	P32-PA
p38a-PA	FBpp0083965	p38a	p38a-PA
p38a-PA	FBpp0083965	p38a	p38a-PA
p38a-PA	FBpp0083965	p38a	p38a-PA
p38a-PA	FBpp0083965	p38a	p38a-PA
p38a-PA	FBpp0083965	p38a	p38a-PA
p38a-PA	FBpp0083965	p38a	p38a-PA
p38a-PA	FBpp0083965	p38a	p38a-PA
p38a-PA	FBpp0083965	p38a	p38a-PA
p38a-PA	FBpp0083965	p38a	p38a-PA
p38a-PA	FBpp0083965	p38a	p38a-PA
p38a-PA	FBpp0083965	p38a	p38a-PA
p38a-PA	FBpp0083965	p38a	p38a-PA
p38a-PB	FBpp0083966	p38a	p38a-PB
p38a-PB	FBpp0083966	p38a	p38a-PB
p38a-PB	FBpp0083966	p38a	p38a-PB
p38a-PB	FBpp0083966	p38a	p38a-PB
p38a-PB	FBpp0083966	p38a	p38a-PB
p38a-PB	FBpp0083966	p38a	p38a-PB
p38a-PB	FBpp0083966	p38a	p38a-PB
p38a-PB	FBpp0083966	p38a	p38a-PB
p38a-PB	FBpp0083966	p38a	p38a-PB
p38a-PB	FBpp0083966	p38a	p38a-PB
p38a-PB	FBpp0083966	p38a	p38a-PB
p38a-PB	FBpp0083966	p38a	p38a-PB
p38a-PC	FBpp0289799	p38a	p38a-PC
p38a-PC	FBpp0289799	p38a	p38a-PC
p38a-PC	FBpp0289799	p38a	p38a-PC
p38a-PC	FBpp0289799	p38a	p38a-PC
p38a-PC	FBpp0289799	p38a	p38a-PC
p38a-PC	FBpp0289799	p38a	p38a-PC
p38a-PC	FBpp0289799	p38a	p38a-PC
p38a-PC	FBpp0289799	p38a	p38a-PC
p38a-PC	FBpp0289799	p38a	p38a-PC
p38a-PC	FBpp0289799	p38a	p38a-PC
p38a-PC	FBpp0289799	p38a	p38a-PC
p38a-PC	FBpp0289799	p38a	p38a-PC
p38b-PA	FBpp0080111	p38b	p38b-PA
p38b-PA	FBpp0080111	p38b	p38b-PA
p38b-PA	FBpp0080111	p38b	p38b-PA
p38b-PA	FBpp0080111	p38b	p38b-PA
p38b-PA	FBpp0080111	p38b	p38b-PA
p38b-PA	FBpp0080111	p38b	p38b-PA
p38b-PA	FBpp0080111	p38b	p38b-PA
p38b-PA	FBpp0080111	p38b	p38b-PA
p38b-PA	FBpp0080111	p38b	p38b-PA
p38b-PA	FBpp0080111	p38b	p38b-PA
p38b-PA	FBpp0080111	p38b	p38b-PA
p38b-PA	FBpp0080111	p38b	p38b-PA
p38b-PA	FBpp0080111	p38b	p38b-PA
p38c-PA	FBpp0083967	p38c	p38c-PA
p38c-PA	FBpp0083967	p38c	p38c-PA
p38c-PA	FBpp0083967	p38c	p38c-PA
p38c-PA	FBpp0083967	p38c	p38c-PA
p38c-PA	FBpp0083967	p38c	p38c-PA
p38c-PA	FBpp0083967	p38c	p38c-PA
p38c-PA	FBpp0083967	p38c	p38c-PA
p38c-PA	FBpp0083967	p38c	p38c-PA
p38c-PA	FBpp0083967	p38c	p38c-PA
p38c-PA	FBpp0083967	p38c	p38c-PA
p47-PA	FBpp0088069	p47	p47-PA
p53-PA	FBpp0083752	p53	p53-PA
p53-PA	FBpp0083752	p53	p53-PA
p53-PB	FBpp0083753	p53	p53-PB
p53-PB	FBpp0083753	p53	p53-PB
p53-PC	FBpp0290979	p53	p53-PC
p53-PC	FBpp0290979	p53	p53-PC
p53-PE	FBpp0311439	p53	p53-PE
p53-PE	FBpp0311439	p53	p53-PE
P58IPK-PA	FBpp0081552	P58IPK	P58IPK-PA
P5CDh1-PA	FBpp0078099	P5CDh1	P5CDh1-PA
P5CDh1-PA	FBpp0078099	P5CDh1	P5CDh1-PA
P5CDh1-PB	FBpp0078100	P5CDh1	P5CDh1-PB
P5CDh1-PB	FBpp0078100	P5CDh1	P5CDh1-PB
P5CDh1-PD	FBpp0078101	P5CDh1	P5CDh1-PD
P5CDh1-PD	FBpp0078101	P5CDh1	P5CDh1-PD
P5CDh1-PE	FBpp0292150	P5CDh1	P5CDh1-PE
P5CDh1-PE	FBpp0292150	P5CDh1	P5CDh1-PE
P5CDh1-PF	FBpp0305036	P5CDh1	P5CDh1-PF
P5CDh1-PF	FBpp0305036	P5CDh1	P5CDh1-PF
P5CDh2-PA	FBpp0083538	P5CDh2	P5CDh2-PA
P5CDh2-PA	FBpp0083538	P5CDh2	P5CDh2-PA
P5CDh2-PB	FBpp0083539	P5CDh2	P5CDh2-PB
P5CDh2-PB	FBpp0083539	P5CDh2	P5CDh2-PB
P5CDh2-PC	FBpp0083540	P5CDh2	P5CDh2-PC
P5CDh2-PC	FBpp0083540	P5CDh2	P5CDh2-PC
P5CDh2-PD	FBpp0083541	P5CDh2	P5CDh2-PD
P5CDh2-PD	FBpp0083541	P5CDh2	P5CDh2-PD
P5CDh2-PE	FBpp0083542	P5CDh2	P5CDh2-PE
P5CDh2-PE	FBpp0083542	P5CDh2	P5CDh2-PE
P5CDh2-PG	FBpp0083544	P5CDh2	P5CDh2-PG
P5CDh2-PG	FBpp0083544	P5CDh2	P5CDh2-PG
P5cr-2-PA	FBpp0082895	P5cr-2	P5cr-2-PA
P5cr-2-PA	FBpp0082895	P5cr-2	P5cr-2-PA
P5cr-2-PB	FBpp0082896	P5cr-2	P5cr-2-PB
P5cr-2-PB	FBpp0082896	P5cr-2	P5cr-2-PB
P5cr-2-PC	FBpp0302816	P5cr-2	P5cr-2-PC
P5cr-2-PC	FBpp0302816	P5cr-2	P5cr-2-PC
P5cr-2-PD	FBpp0302817	P5cr-2	P5cr-2-PD
P5cr-2-PD	FBpp0302817	P5cr-2	P5cr-2-PD
P5cr-PA	FBpp0083127	P5cr	P5cr-PA
P5cr-PA	FBpp0083127	P5cr	P5cr-PA
P5CS-PA	FBpp0078130	P5CS	P5CS-PA
P5CS-PB	FBpp0301603	P5CS	P5CS-PB
Pa1-PA	FBpp0073312	Pa1	Pa1-PA
Pabp2-PA	FBpp0087863	Pabp2	Pabp2-PA
Pabp2-PA	FBpp0087863	Pabp2	Pabp2-PA
Pabp2-PB	FBpp0087864	Pabp2	Pabp2-PB
Pabp2-PB	FBpp0087864	Pabp2	Pabp2-PB
pAbp-PA	FBpp0085917	pAbp	pAbp-PA
pAbp-PB	FBpp0085919	pAbp	pAbp-PB
pAbp-PC	FBpp0085915	pAbp	pAbp-PC
pad-PB	FBpp0290729	pad	pad-PB
pad-PB	FBpp0290729	pad	pad-PB
Paf-AHalpha-PA	FBpp0073975	Paf-AHalpha	Paf-AHalpha-PA
Paf-AHalpha-PB	FBpp0073976	Paf-AHalpha	Paf-AHalpha-PB
Paics-PA	FBpp0073538	Paics	Paics-PA
Paics-PA	FBpp0073538	Paics	Paics-PA
Paics-PB	FBpp0305933	Paics	Paics-PB
Paics-PB	FBpp0305933	Paics	Paics-PB
pain-PA	FBpp0072323	pain	pain-PA
pain-PA	FBpp0072323	pain	pain-PA
pain-PB	FBpp0305947	pain	pain-PB
pain-PB	FBpp0305947	pain	pain-PB
pain-PC	FBpp0305948	pain	pain-PC
pain-PC	FBpp0305948	pain	pain-PC
Paip2-PA	FBpp0082161	Paip2	Paip2-PA
Paip2-PA	FBpp0082161	Paip2	Paip2-PA
Paip2-PB	FBpp0306576	Paip2	Paip2-PB
Paip2-PB	FBpp0306576	Paip2	Paip2-PB
Pak3-PA	FBpp0082763	Pak3	Pak3-PA
Pak3-PA	FBpp0082763	Pak3	Pak3-PA
Pak3-PA	FBpp0082763	Pak3	Pak3-PA
Pak3-PA	FBpp0082763	Pak3	Pak3-PA
Pak3-PC	FBpp0293540	Pak3	Pak3-PC
Pak3-PC	FBpp0293540	Pak3	Pak3-PC
Pak3-PC	FBpp0293540	Pak3	Pak3-PC
Pak3-PC	FBpp0293540	Pak3	Pak3-PC
Pak3-PD	FBpp0303080	Pak3	Pak3-PD
Pak3-PD	FBpp0303080	Pak3	Pak3-PD
Pak3-PD	FBpp0303080	Pak3	Pak3-PD
Pak3-PD	FBpp0303080	Pak3	Pak3-PD
Pak-PA	FBpp0081212	Pak	Pak-PA
Pak-PA	FBpp0081212	Pak	Pak-PA
Pak-PA	FBpp0081212	Pak	Pak-PA
Pak-PA	FBpp0081212	Pak	Pak-PA
Pak-PB	FBpp0081213	Pak	Pak-PB
Pak-PB	FBpp0081213	Pak	Pak-PB
Pak-PB	FBpp0081213	Pak	Pak-PB
Pak-PB	FBpp0081213	Pak	Pak-PB
Pak-PC	FBpp0081211	Pak	Pak-PC
Pak-PC	FBpp0081211	Pak	Pak-PC
Pak-PC	FBpp0081211	Pak	Pak-PC
Pak-PC	FBpp0081211	Pak	Pak-PC
Pak-PE	FBpp0306606	Pak	Pak-PE
Pak-PE	FBpp0306606	Pak	Pak-PE
Pak-PE	FBpp0306606	Pak	Pak-PE
Pak-PE	FBpp0306606	Pak	Pak-PE
Pak-PF	FBpp0306607	Pak	Pak-PF
Pak-PF	FBpp0306607	Pak	Pak-PF
Pak-PG	FBpp0306608	Pak	Pak-PG
Pak-PG	FBpp0306608	Pak	Pak-PG
Pak-PH	FBpp0306609	Pak	Pak-PH
Pak-PH	FBpp0306609	Pak	Pak-PH
Pak-PI	FBpp0306610	Pak	Pak-PI
Pak-PI	FBpp0306610	Pak	Pak-PI
Pak-PJ	FBpp0306611	Pak	Pak-PJ
Pak-PJ	FBpp0306611	Pak	Pak-PJ
Pak-PJ	FBpp0306611	Pak	Pak-PJ
Pak-PJ	FBpp0306611	Pak	Pak-PJ
Pal1-PA	FBpp0087473	Pal1	Pal1-PA
Pal1-PC	FBpp0308509	Pal1	Pal1-PC
Pal1-PD	FBpp0308510	Pal1	Pal1-PD
Pal2-PA	FBpp0088497	Pal2	Pal2-PA
Pal2-PA	FBpp0088497	Pal2	Pal2-PA
Pal2-PD	FBpp0290724	Pal2	Pal2-PD
Pal2-PD	FBpp0290724	Pal2	Pal2-PD
Pal2-PE	FBpp0312237	Pal2	Pal2-PE
Pal2-PE	FBpp0312237	Pal2	Pal2-PE
pall-PA	FBpp0076199	pall	pall-PA
pall-PA	FBpp0076199	pall	pall-PA
PAN2-PA	FBpp0087735	PAN2	PAN2-PA
PAN2-PB	FBpp0308411	PAN2	PAN2-PB
PAN3-PA	FBpp0072866	PAN3	PAN3-PA
PAN3-PB	FBpp0072863	PAN3	PAN3-PB
PAN3-PC	FBpp0072864	PAN3	PAN3-PC
PAN3-PD	FBpp0072865	PAN3	PAN3-PD
PAN3-PF	FBpp0072872	PAN3	PAN3-PF
PAN3-PG	FBpp0072861	PAN3	PAN3-PG
PAN3-PH	FBpp0072873	PAN3	PAN3-PH
PAN3-PJ	FBpp0072862	PAN3	PAN3-PJ
PAN3-PK	FBpp0072868	PAN3	PAN3-PK
PAN3-PL	FBpp0072869	PAN3	PAN3-PL
PAN3-PM	FBpp0072870	PAN3	PAN3-PM
PAN3-PN	FBpp0072871	PAN3	PAN3-PN
PAN3-PO	FBpp0112042	PAN3	PAN3-PO
PAN3-PP	FBpp0112043	PAN3	PAN3-PP
PAN3-PQ	FBpp0112044	PAN3	PAN3-PQ
PAN3-PR	FBpp0304423	PAN3	PAN3-PR
pan-PA	FBpp0088228	pan	pan-PA
pan-PB	FBpp0088226	pan	pan-PB
pan-PD	FBpp0088229	pan	pan-PD
pan-PH	FBpp0099631	pan	pan-PH
pan-PI	FBpp0099632	pan	pan-PI
pan-PQ	FBpp0300839	pan	pan-PQ
pan-PR	FBpp0301556	pan	pan-PR
pan-PS	FBpp0306416	pan	pan-PS
PAPLA1-PA	FBpp0079257	PAPLA1	PAPLA1-PA
PAPLA1-PB	FBpp0291751	PAPLA1	PAPLA1-PB
PAPLA1-PD	FBpp0308730	PAPLA1	PAPLA1-PD
PAPLA1-PE	FBpp0311178	PAPLA1	PAPLA1-PE
Papss-PA	FBpp0074656	Papss	Papss-PA
Papss-PB	FBpp0074654	Papss	Papss-PB
Papss-PC	FBpp0074655	Papss	Papss-PC
Papss-PD	FBpp0074657	Papss	Papss-PD
Papss-PE	FBpp0074658	Papss	Papss-PE
Papss-PF	FBpp0110399	Papss	Papss-PF
Papss-PG	FBpp0304456	Papss	Papss-PG
Papss-PH	FBpp0304457	Papss	Papss-PH
Papst2-PA	FBpp0075039	Papst2	Papst2-PA
par-1-PA	FBpp0085646	par-1	par-1-PA
par-1-PH	FBpp0085653	par-1	par-1-PH
par-1-PL	FBpp0099804	par-1	par-1-PL
par-1-PP	FBpp0290718	par-1	par-1-PP
par-1-PQ	FBpp0099807	par-1	par-1-PQ
par-1-PR	FBpp0290719	par-1	par-1-PR
par-1-PS	FBpp0290720	par-1	par-1-PS
par-1-PT	FBpp0290721	par-1	par-1-PT
par-1-PV	FBpp0303277	par-1	par-1-PV
